Student_Name,Hours_Studied,Attendance,Parental_Involvement,Parental_Education_Level,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score
Lamia Chowdhury,27,61.9,Medium,High School,Low,Yes,6,74.0,Medium,No,4,Medium,High,Private,Neutral,4,Yes,Near,Male,86.6
Mehedi Akter,16,80.1,Medium,Postgraduate,Low,No,5,68.8,High,Yes,0,High,Medium,Public,Positive,3,No,Moderate,Male,67.3
Nahid Chowdhury,23,90.2,Medium,Postgraduate,High,No,8,76.1,Low,No,4,Medium,Low,Private,Positive,6,No,Near,Female,98.1
Farhana Islam,12,79.8,Low,College,High,No,7,43.5,Medium,No,1,High,Low,Public,Positive,3,Yes,Near,Female,66.9
Tanvir Bhuiyan,31,91.7,High,Postgraduate,Low,Yes,8,72.5,Low,No,3,Medium,Medium,Private,Neutral,1,No,Moderate,Male,95.7
Tasnim Khan,14,58.4,High,Postgraduate,Low,No,7,75.4,Medium,Yes,3,Medium,Low,Public,Neutral,7,No,Moderate,Female,74.7
Fahim Islam,18,100.0,Low,Postgraduate,Low,Yes,5,73.9,Low,Yes,4,Low,High,Public,Negative,5,Yes,Far,Female,93.1
Farhana Shaikh,13,91.9,High,College,Medium,Yes,5,77.2,Low,Yes,3,Medium,High,Private,Positive,5,No,Near,Female,86.6
Arafat Jahan,22,75.2,Low,College,High,No,7,54.1,Medium,No,3,Low,High,Private,Negative,4,No,Moderate,Female,83.5
Tasnim Khan,28,76.0,Medium,Postgraduate,Low,Yes,6,63.1,Low,Yes,0,Low,Medium,Public,Neutral,4,No,Moderate,Female,76.2
Lamia Shaikh,21,66.1,High,Postgraduate,Low,Yes,9,64.8,Medium,No,1,High,High,Public,Negative,4,No,Far,Male,66.4
Laboni Siddique,3,81.0,Medium,College,Medium,No,5,71.9,Low,Yes,0,Medium,High,Private,Negative,6,No,Moderate,Female,62.6
Farhana Khan,12,76.1,High,College,Medium,No,9,68.6,Low,Yes,2,Medium,Medium,Public,Neutral,2,Yes,Near,Male,72.4
Sumaiya Akter,21,97.6,High,Postgraduate,Low,No,9,82.2,High,Yes,0,Low,Medium,Private,Neutral,4,Yes,Moderate,Male,88.3
Mahmud Alam,32,82.8,Low,College,Low,No,6,65.1,Low,Yes,0,Low,Low,Private,Neutral,1,No,Moderate,Male,83.5
Sadia Siddique,8,62.8,High,College,Medium,Yes,5,57.0,Medium,No,2,Low,Low,Private,Positive,1,No,Moderate,Male,58.1
Tasnim Khan,15,71.2,Medium,Postgraduate,Medium,Yes,9,94.2,High,Yes,2,High,Medium,Private,Neutral,5,No,Near,Male,84.6
Tasnim Akter,12,87.0,High,College,Medium,No,5,62.0,Medium,Yes,1,Low,Medium,Public,Positive,5,No,Moderate,Female,71.9
Laboni Alam,15,80.9,High,Postgraduate,High,No,8,72.1,Medium,Yes,0,Low,Medium,Private,Neutral,5,No,Far,Male,79.7
Tanvir Hasan,16,67.8,High,College,Low,No,7,68.4,Medium,No,4,Medium,Medium,Public,Negative,3,Yes,Near,Male,72.9
Nahid Bhuiyan,30,75.2,Low,High School,High,Yes,5,90.8,Medium,Yes,0,High,Low,Public,Negative,4,No,Far,Male,93.0
Sabuj Rahman,29,87.8,Low,College,High,Yes,8,71.2,Medium,No,1,Medium,High,Private,Positive,4,No,Far,Male,98.6
Fahim Ahmed,8,97.8,Low,High School,Medium,Yes,9,78.2,High,Yes,3,High,High,Public,Neutral,3,No,Moderate,Male,82.4
Tanvir Khan,12,78.3,High,Postgraduate,High,No,5,65.4,High,Yes,0,High,Low,Private,Negative,2,No,Near,Male,71.6
Sadia Hasan,29,100.0,Medium,High School,High,No,6,60.2,Low,Yes,3,High,Medium,Private,Negative,6,Yes,Moderate,Male,100.0
Arafat Siddique,18,64.8,High,Postgraduate,Low,Yes,9,66.7,Low,Yes,0,Low,Medium,Public,Neutral,4,Yes,Far,Female,67.0
Lamia Jahan,17,91.6,High,College,Medium,Yes,9,58.5,High,No,0,High,High,Public,Neutral,3,Yes,Moderate,Female,86.4
Arif Khan,8,89.1,Medium,High School,Low,No,8,63.9,Low,Yes,0,High,Medium,Private,Neutral,3,Yes,Near,Male,62.0
Nusrat Rahman,15,78.8,High,College,High,No,8,59.1,Low,Yes,1,Low,Medium,Private,Positive,1,No,Moderate,Male,74.3
Arif Bhuiyan,22,100.0,Medium,College,High,No,6,76.0,Medium,No,1,Medium,Medium,Private,Neutral,3,No,Moderate,Female,100.0
Tanzim Ahmed,16,76.9,Medium,College,Low,Yes,8,70.6,High,No,1,Low,Low,Public,Positive,1,No,Far,Male,76.3
Sajib Alam,14,96.3,Medium,Postgraduate,Low,Yes,7,87.3,High,Yes,0,High,Low,Public,Neutral,7,Yes,Far,Male,84.4
Mehedi Alam,18,62.0,Medium,College,Medium,Yes,8,84.4,Low,Yes,4,High,High,Public,Negative,1,No,Far,Female,81.0
Mehedi Ahmed,5,71.3,Medium,High School,Low,No,5,73.1,High,Yes,1,Medium,High,Public,Negative,1,Yes,Near,Female,65.6
Arafat Siddique,25,79.0,High,Postgraduate,High,Yes,7,95.2,Medium,Yes,3,High,Low,Public,Positive,4,Yes,Near,Female,100.0
Laboni Mia,13,59.1,Low,College,Medium,No,8,68.5,Medium,No,2,Medium,Low,Public,Neutral,5,Yes,Near,Male,69.5
Tanvir Khan,21,88.9,Medium,Postgraduate,High,No,9,85.0,High,No,3,Medium,Low,Private,Negative,1,No,Moderate,Male,100.0
Rafi Bhuiyan,15,80.4,Low,College,Medium,No,6,97.4,Medium,No,1,Low,High,Public,Positive,7,No,Near,Male,83.8
Fahim Hasan,14,97.5,Low,High School,Low,Yes,7,58.1,Medium,Yes,2,Medium,High,Private,Positive,7,No,Moderate,Female,79.3
Sadia Shaikh,8,84.6,Medium,Postgraduate,High,Yes,7,88.1,High,No,1,High,Medium,Public,Neutral,4,Yes,Moderate,Male,78.9
Fahim Siddique,12,50.9,High,Postgraduate,High,Yes,6,74.8,Low,No,2,Low,Low,Private,Positive,2,No,Near,Male,71.1
Rakib Ali,17,62.7,Low,High School,Medium,No,7,70.3,Medium,No,0,Low,Low,Private,Negative,6,No,Near,Female,67.0
Tanvir Siddique,26,67.8,Medium,Postgraduate,Medium,No,8,76.5,High,Yes,0,High,High,Public,Negative,4,No,Far,Female,93.4
Mahmud Alam,25,100.0,Medium,Postgraduate,High,No,5,86.4,Low,No,4,Low,Low,Private,Negative,3,No,Moderate,Male,100.0
Mahmud Jahan,5,92.4,High,High School,High,No,7,66.0,Medium,Yes,3,Low,Medium,Public,Negative,6,No,Far,Male,75.7
Sabuj Alam,17,72.7,Low,College,Medium,No,5,79.3,Medium,No,1,High,High,Private,Neutral,6,No,Near,Male,85.3
Mahmud Ahmed,29,81.0,Low,College,High,No,6,85.9,Low,No,0,Low,Low,Private,Neutral,1,No,Near,Male,96.9
Nahid Islam,24,87.1,Low,High School,Medium,Yes,9,70.1,Low,No,0,Medium,Medium,Public,Negative,7,Yes,Moderate,Female,80.7
Nusrat Jahan,22,100.0,High,College,Medium,No,6,57.7,Medium,No,0,High,High,Private,Neutral,6,No,Far,Male,89.5
Tanvir Mia,19,79.1,Low,College,High,Yes,7,89.6,Medium,No,2,High,Medium,Private,Positive,7,No,Near,Male,92.2
Rakib Bhuiyan,24,81.0,High,College,High,No,7,78.7,Medium,Yes,1,High,Low,Public,Neutral,5,No,Near,Female,92.8
Mahmud Shaikh,15,86.4,High,College,Medium,Yes,8,78.4,Low,No,1,Low,Medium,Private,Positive,1,No,Far,Female,72.7
Tanvir Ahmed,10,86.2,High,High School,High,No,5,94.4,Low,No,4,Low,High,Private,Positive,3,Yes,Far,Male,86.7
Sabuj Hasan,22,84.3,High,High School,High,No,7,81.1,High,Yes,0,Low,Low,Public,Negative,1,Yes,Far,Male,99.1
Arif Ahmed,28,100.0,Low,Postgraduate,High,No,8,70.5,High,Yes,1,High,Low,Private,Positive,4,No,Far,Male,100.0
Tanzim Hossain,21,57.0,Low,Postgraduate,Low,No,6,81.7,High,Yes,0,Medium,Medium,Public,Negative,6,No,Far,Female,71.3
Sabuj Ahmed,18,72.1,Medium,Postgraduate,Medium,Yes,5,63.4,Low,No,0,Low,Medium,Private,Positive,2,No,Near,Male,78.6
Sajib Hasan,4,91.0,High,High School,Low,Yes,7,45.1,Low,Yes,2,Medium,Low,Private,Neutral,1,No,Far,Male,56.3
Rafi Mia,19,75.4,Medium,High School,Medium,Yes,7,82.4,Low,Yes,0,Medium,High,Private,Neutral,6,No,Near,Female,82.0
Rakib Ahmed,33,86.3,Low,College,Medium,No,8,61.9,High,Yes,4,Low,Medium,Private,Positive,3,Yes,Near,Male,100.0
Anika Jahan,39,86.5,Medium,Postgraduate,High,Yes,5,72.6,High,No,1,Low,High,Private,Negative,5,Yes,Moderate,Male,100.0
Mehedi Khan,16,89.6,Low,College,High,Yes,5,74.3,Medium,No,2,High,Medium,Private,Positive,2,No,Far,Female,81.4
Sumaiya Khan,20,73.9,Medium,College,High,Yes,9,90.5,Low,No,0,High,Low,Private,Neutral,4,No,Near,Female,86.4
Lamia Hasan,15,80.9,High,College,High,No,6,100.0,Medium,No,1,Medium,Medium,Public,Neutral,7,Yes,Moderate,Male,84.0
Laboni Hossain,10,68.5,Medium,College,Medium,Yes,6,70.1,High,No,0,High,Medium,Public,Negative,6,No,Far,Male,62.7
Sajib Bhuiyan,32,91.6,Low,High School,Medium,Yes,7,86.1,Low,No,1,Low,Medium,Private,Neutral,3,No,Near,Male,98.1
Arafat Islam,32,80.6,Low,High School,Medium,No,8,60.5,Low,Yes,4,Medium,High,Public,Negative,5,No,Moderate,Male,94.2
Rafi Mia,19,73.7,Low,College,High,No,7,76.9,Medium,Yes,1,Medium,Medium,Public,Negative,7,No,Moderate,Female,86.2
Sumaiya Hasan,13,67.2,Medium,Postgraduate,Low,Yes,9,76.7,Medium,Yes,1,Medium,Medium,Public,Negative,5,No,Moderate,Male,70.4
Rafi Alam,19,86.7,Low,Postgraduate,Low,Yes,6,63.7,Low,No,2,Medium,Medium,Public,Negative,4,No,Moderate,Female,78.2
Sadia Ahmed,20,90.5,Medium,College,High,Yes,7,77.1,Medium,Yes,2,Medium,Low,Private,Neutral,6,No,Moderate,Male,88.7
Nusrat Akter,27,79.2,Medium,High School,Low,No,7,84.5,Medium,Yes,2,Medium,Low,Private,Positive,4,Yes,Moderate,Male,91.7
Tanvir Mia,16,72.8,High,High School,High,No,5,84.7,Medium,No,1,Low,High,Private,Neutral,2,No,Moderate,Female,89.7
Sabuj Rahman,24,73.5,High,Postgraduate,Medium,Yes,8,52.5,Low,No,2,Medium,High,Private,Neutral,3,No,Near,Female,80.2
Tanzim Alam,19,79.0,High,Postgraduate,Medium,No,7,57.6,Medium,Yes,4,High,Medium,Private,Positive,4,No,Near,Female,79.4
Sabuj Khan,16,78.3,Medium,College,High,Yes,6,82.9,Low,No,1,Low,High,Public,Neutral,6,No,Near,Male,83.9
Sadia Akter,17,82.6,Medium,College,Medium,No,6,73.2,Medium,Yes,3,Low,Medium,Public,Positive,5,No,Moderate,Male,80.7
Nusrat Chowdhury,26,83.0,High,Postgraduate,Low,No,8,90.0,Medium,Yes,0,Low,High,Private,Neutral,1,No,Far,Male,90.8
Mahmud Hasan,21,87.0,Medium,College,High,Yes,7,81.8,High,No,0,High,High,Public,Positive,6,Yes,Near,Female,95.8
Mehedi Ahmed,29,69.6,High,Postgraduate,Low,No,8,82.3,High,No,2,Low,Medium,Public,Positive,6,Yes,Near,Male,88.8
Sadia Ahmed,18,74.5,Medium,College,High,Yes,9,60.3,High,Yes,4,High,Medium,Public,Negative,3,No,Near,Male,80.5
Nahid Ali,30,92.6,Medium,Postgraduate,Medium,No,7,73.1,High,No,3,High,High,Private,Positive,3,No,Moderate,Female,100.0
Rakib Islam,28,79.8,Medium,Postgraduate,Medium,No,8,64.5,Low,No,2,Medium,High,Public,Positive,5,No,Far,Male,87.5
Tasnim Hossain,32,63.6,Low,Postgraduate,High,No,9,96.8,Medium,No,0,Low,Medium,Private,Neutral,3,No,Far,Male,97.0
Lamia Chowdhury,18,78.2,Medium,High School,Medium,No,6,56.2,High,Yes,1,Medium,High,Private,Negative,2,No,Near,Female,78.2
Nusrat Hasan,15,80.4,Medium,High School,Low,Yes,5,87.4,High,No,0,High,Medium,Private,Neutral,6,No,Moderate,Female,79.1
Sajib Siddique,33,94.0,High,Postgraduate,Medium,No,5,97.8,Low,No,1,Low,Medium,Private,Neutral,5,No,Moderate,Female,100.0
Sajib Bhuiyan,18,82.0,Medium,Postgraduate,Low,No,9,89.0,High,No,0,Medium,Low,Private,Positive,2,No,Far,Male,87.8
Sadia Hasan,21,81.5,High,Postgraduate,Low,No,7,74.9,High,Yes,4,Low,High,Private,Negative,1,Yes,Far,Male,80.3
Nahid Alam,24,100.0,High,College,High,No,7,79.3,High,Yes,1,Low,Low,Public,Neutral,2,Yes,Far,Male,100.0
Anika Hossain,2,75.8,Low,High School,High,No,9,63.3,Medium,Yes,1,Low,Medium,Public,Positive,7,Yes,Far,Male,60.3
Sajib Ali,27,79.4,Low,High School,Medium,Yes,8,81.4,High,No,1,High,Low,Public,Positive,3,Yes,Moderate,Male,92.8
Arif Hossain,5,83.3,High,Postgraduate,High,No,7,90.0,High,Yes,1,Medium,High,Public,Neutral,4,Yes,Far,Male,81.7
Laboni Akter,17,79.0,High,College,Medium,Yes,6,87.8,Low,Yes,1,Medium,Low,Public,Neutral,2,Yes,Far,Female,80.0
Fahim Jahan,15,76.1,Medium,High School,Medium,No,7,80.4,High,Yes,1,Medium,High,Public,Neutral,7,No,Moderate,Female,82.2
Rakib Mia,19,85.7,Medium,Postgraduate,Medium,No,7,99.4,High,Yes,4,Low,Low,Public,Negative,3,No,Far,Female,98.8
Mehedi Hasan,12,93.8,High,College,Medium,Yes,6,72.6,High,Yes,2,High,Medium,Private,Negative,1,No,Moderate,Female,78.3
Mahmud Hasan,16,81.2,Medium,High School,High,No,9,79.5,Low,No,1,High,Medium,Private,Positive,7,No,Moderate,Male,84.8
Laboni Rahman,6,100.0,High,College,Medium,No,7,86.5,Medium,Yes,3,Medium,High,Public,Positive,2,Yes,Near,Male,84.3
Anika Jahan,28,63.2,Low,High School,Medium,Yes,9,35.0,High,No,0,Medium,High,Public,Positive,2,Yes,Far,Male,76.6
Mahmud Rahman,6,89.3,High,High School,Medium,Yes,9,64.5,High,No,4,High,Low,Private,Positive,5,No,Near,Female,68.8
Farhana Jahan,20,74.5,Medium,Postgraduate,Low,No,5,80.9,High,Yes,0,Low,High,Public,Negative,6,No,Far,Female,70.7
Mahmud Mia,15,78.9,Low,High School,High,Yes,7,71.8,Medium,No,1,Medium,Low,Public,Negative,7,No,Far,Male,80.7
Arafat Jahan,20,88.7,Medium,High School,Medium,Yes,5,100.0,Low,No,2,Medium,Medium,Public,Negative,6,No,Far,Female,94.2
Rakib Bhuiyan,35,100.0,High,High School,High,No,7,57.5,High,No,4,High,High,Private,Negative,5,No,Moderate,Male,100.0
Fahim Siddique,19,96.1,Medium,Postgraduate,Medium,No,8,54.8,Medium,No,1,High,High,Public,Neutral,1,Yes,Near,Male,85.4
Sajib Alam,21,100.0,High,College,Medium,No,6,92.0,Low,Yes,0,Medium,Low,Public,Neutral,7,No,Far,Male,92.9
Nusrat Bhuiyan,7,67.8,Low,High School,Medium,No,9,94.1,High,Yes,1,High,Medium,Private,Positive,6,No,Far,Male,71.2
Sadia Rahman,22,98.4,Low,High School,Medium,No,8,89.0,Low,No,0,High,Low,Public,Neutral,7,No,Near,Female,92.5
Anika Rahman,20,63.5,Low,College,Medium,No,8,76.3,High,No,1,High,Medium,Private,Neutral,1,Yes,Moderate,Male,87.7
Sumaiya Rahman,20,87.7,High,High School,Medium,No,8,88.8,Medium,No,1,Medium,Low,Public,Negative,3,No,Moderate,Female,90.8
Arif Siddique,13,99.1,High,High School,Low,Yes,9,72.7,High,Yes,1,Low,High,Private,Neutral,4,No,Moderate,Female,79.6
Tanzim Bhuiyan,16,88.6,High,College,High,No,7,63.5,High,Yes,3,Low,Medium,Public,Neutral,5,No,Far,Female,82.7
Tasnim Khan,19,87.9,Medium,High School,Medium,No,9,78.1,Low,Yes,2,Low,High,Public,Neutral,1,No,Far,Male,82.0
Rakib Jahan,27,71.2,Medium,Postgraduate,High,Yes,6,52.0,High,Yes,1,Low,Medium,Private,Positive,2,No,Moderate,Female,80.3
Sajib Khan,3,80.8,Low,College,Medium,Yes,8,65.6,Medium,Yes,4,Low,Low,Private,Neutral,7,Yes,Moderate,Female,61.9
Tanzim Ali,9,56.5,High,High School,High,No,5,78.1,Medium,No,0,Medium,Low,Private,Negative,5,No,Far,Male,64.0
Arafat Siddique,29,93.7,Low,Postgraduate,Low,Yes,8,63.1,High,Yes,2,High,Low,Private,Positive,6,Yes,Moderate,Female,94.9
Sadia Akter,21,74.1,Medium,High School,Low,No,5,62.5,High,Yes,3,Medium,High,Private,Neutral,1,No,Near,Female,84.7
Farhana Rahman,8,79.5,Medium,High School,Medium,No,6,90.9,Low,Yes,1,High,High,Private,Positive,7,No,Far,Male,71.1
Sadia Jahan,16,73.8,Medium,High School,Low,No,6,63.6,Low,Yes,1,Medium,High,Public,Negative,3,No,Near,Male,67.5
Mehedi Chowdhury,12,90.4,Medium,High School,Low,Yes,8,55.7,Medium,No,4,Low,Low,Public,Neutral,1,Yes,Far,Male,65.7
Rakib Khan,10,71.3,Medium,High School,Low,Yes,9,95.5,Medium,Yes,3,Low,High,Public,Negative,3,No,Near,Female,77.5
Sajib Chowdhury,16,94.1,Low,High School,Low,Yes,8,58.2,High,No,0,Low,Medium,Private,Neutral,7,No,Moderate,Female,79.1
Nusrat Rahman,6,71.0,Medium,College,Low,Yes,5,88.7,Medium,No,1,Medium,High,Private,Negative,2,No,Moderate,Female,69.9
Farhana Islam,15,92.8,High,High School,Low,No,7,97.8,High,Yes,2,Low,Low,Public,Positive,5,No,Far,Female,88.8
Sumaiya Ali,28,100.0,Low,College,Low,Yes,6,79.9,Low,No,0,Low,High,Public,Positive,3,No,Near,Female,100.0
Rafi Akter,3,78.2,Medium,College,High,Yes,9,87.2,Medium,No,1,Low,Low,Public,Neutral,4,No,Moderate,Male,71.7
Nahid Mia,22,100.0,High,High School,Low,Yes,8,46.5,Low,No,0,Low,Low,Private,Negative,7,No,Moderate,Female,76.1
Arif Khan,3,82.6,Low,Postgraduate,High,No,8,70.5,Low,Yes,0,Medium,Medium,Private,Neutral,4,No,Far,Male,58.3
Lamia Jahan,15,85.8,Low,High School,High,Yes,6,83.1,Low,Yes,2,High,Low,Public,Positive,2,Yes,Moderate,Male,89.8
Tanvir Islam,22,72.1,High,Postgraduate,Medium,No,9,77.9,Medium,Yes,2,Medium,High,Private,Positive,6,Yes,Moderate,Male,91.7
Tanzim Mia,33,52.1,Medium,Postgraduate,Low,Yes,9,75.4,Low,Yes,0,Low,Low,Public,Negative,4,Yes,Moderate,Male,78.2
Fahim Ali,6,75.4,Medium,High School,High,No,9,58.7,High,No,2,High,Medium,Private,Negative,3,Yes,Near,Female,68.4
Sajib Alam,15,87.3,Low,College,Medium,Yes,8,75.1,Medium,No,1,High,High,Private,Positive,6,No,Near,Female,86.7
Sabuj Siddique,22,72.7,Low,High School,Low,No,9,76.2,Medium,Yes,2,Medium,Low,Public,Positive,1,No,Moderate,Female,80.3
Laboni Islam,16,74.6,Medium,Postgraduate,Low,Yes,9,82.1,Low,No,2,High,High,Public,Negative,3,No,Far,Male,78.2
Arif Jahan,24,91.8,High,Postgraduate,Low,Yes,6,78.5,Medium,Yes,0,High,Low,Public,Positive,3,No,Far,Female,84.5
Tanzim Chowdhury,8,96.7,Medium,College,High,Yes,6,78.5,Medium,No,0,Low,Medium,Private,Neutral,6,No,Moderate,Female,78.3
Nahid Hasan,28,93.3,Low,High School,Medium,Yes,6,80.8,Low,No,2,Low,Low,Private,Negative,7,Yes,Moderate,Male,100.0
Tasnim Hossain,22,71.5,Low,College,Low,No,5,66.4,Medium,Yes,1,High,Low,Public,Negative,5,No,Moderate,Male,73.6
Anika Siddique,24,92.5,Low,Postgraduate,High,Yes,7,64.6,Medium,No,1,Low,Low,Private,Neutral,1,No,Far,Female,91.6
Rafi Ali,26,81.3,Medium,High School,High,No,6,54.5,Medium,No,1,Low,Medium,Public,Positive,7,No,Near,Female,90.2
Fahim Ali,17,55.4,High,College,Medium,No,7,93.2,Low,No,2,High,High,Public,Neutral,1,No,Moderate,Female,75.7
Sabuj Hossain,12,93.0,High,College,Low,No,9,63.3,High,No,2,Low,Medium,Public,Positive,5,Yes,Far,Female,73.7
Rafi Shaikh,20,76.2,High,High School,High,Yes,7,49.1,High,No,0,High,Low,Public,Negative,6,Yes,Moderate,Male,67.7
Rakib Ali,27,88.4,Medium,Postgraduate,High,Yes,5,67.5,Low,Yes,3,High,Medium,Private,Positive,3,No,Near,Female,92.0
Sumaiya Bhuiyan,17,88.0,Low,Postgraduate,Medium,Yes,7,55.0,Medium,No,0,Medium,Medium,Private,Neutral,7,No,Moderate,Female,74.0
Mehedi Jahan,18,96.1,High,Postgraduate,High,Yes,7,82.4,Medium,No,0,Low,High,Private,Neutral,7,No,Moderate,Male,86.0
Anika Hossain,23,100.0,High,High School,High,Yes,7,67.1,Medium,No,0,Low,Medium,Private,Positive,3,No,Far,Female,90.8
Rakib Alam,20,74.5,Medium,High School,Low,No,6,75.3,Medium,No,3,High,Low,Public,Negative,1,No,Moderate,Male,77.2
Arafat Mia,10,66.0,High,Postgraduate,Medium,No,9,52.3,Medium,No,0,Low,Low,Private,Positive,5,Yes,Near,Female,58.4
Arafat Rahman,25,98.8,Low,College,Low,No,6,95.8,Low,Yes,2,Medium,High,Public,Positive,2,No,Far,Male,100.0
Rakib Akter,15,68.1,Low,High School,Low,No,9,85.9,Medium,No,4,Medium,Low,Public,Positive,5,No,Moderate,Male,78.7
Rafi Akter,10,87.6,High,College,High,No,5,100.0,Medium,No,2,Medium,High,Private,Neutral,6,No,Moderate,Female,96.6
Sadia Rahman,26,88.2,High,High School,High,No,9,67.5,High,No,2,Low,Low,Public,Positive,7,No,Far,Female,100.0
Farhana Khan,21,81.0,Medium,Postgraduate,Low,No,9,75.1,Medium,Yes,0,Low,High,Private,Neutral,6,No,Far,Female,78.9
Tanzim Alam,13,88.6,Medium,College,High,No,8,73.5,Low,No,4,High,Low,Private,Negative,6,No,Far,Female,80.3
Sadia Chowdhury,16,77.5,Low,Postgraduate,Medium,Yes,7,74.1,Medium,No,4,Low,High,Private,Neutral,5,No,Near,Male,91.2
Nusrat Bhuiyan,23,70.5,Low,Postgraduate,Low,Yes,8,65.7,High,Yes,2,High,Medium,Public,Positive,6,No,Near,Male,77.3
Nusrat Rahman,31,88.5,Low,High School,Medium,No,7,66.9,High,No,1,Low,High,Private,Neutral,3,No,Near,Male,93.3
Mehedi Mia,12,65.8,Medium,College,Medium,Yes,5,51.8,Low,Yes,4,Medium,Low,Private,Neutral,5,No,Moderate,Female,66.5
Tanvir Shaikh,23,78.5,High,High School,High,Yes,8,78.1,Low,Yes,4,High,High,Private,Negative,3,No,Near,Female,95.3
Sabuj Bhuiyan,25,81.2,High,Postgraduate,Medium,No,6,57.4,Low,Yes,0,High,Low,Public,Positive,5,No,Moderate,Male,84.3
Tasnim Hasan,15,78.7,Low,College,High,Yes,5,93.0,Low,Yes,0,High,High,Public,Neutral,3,No,Moderate,Female,86.1
Mehedi Hasan,22,71.2,High,High School,Low,No,9,67.2,Medium,No,2,High,Low,Public,Positive,1,Yes,Moderate,Male,80.1
Sajib Jahan,35,87.0,Medium,High School,Low,No,7,88.5,Medium,Yes,0,Medium,Low,Private,Negative,5,No,Far,Male,100.0
Lamia Hasan,19,75.4,High,Postgraduate,High,No,8,76.4,Medium,Yes,3,Medium,High,Public,Neutral,4,No,Moderate,Female,94.0
Rafi Hossain,28,96.4,Medium,High School,Medium,No,9,58.7,Low,No,2,Medium,Medium,Private,Positive,7,No,Far,Male,96.7
Tanzim Jahan,21,78.4,Low,College,High,No,8,70.9,High,Yes,2,High,High,Public,Positive,2,No,Near,Female,95.9
Tasnim Siddique,6,58.8,Low,Postgraduate,Medium,No,6,89.0,High,Yes,4,Low,High,Public,Positive,6,No,Moderate,Male,71.4
Sajib Hossain,22,89.0,High,High School,Medium,No,6,72.6,Low,Yes,0,High,High,Public,Negative,6,No,Moderate,Male,88.0
Sajib Islam,21,90.6,Medium,High School,Medium,Yes,8,60.6,Medium,No,2,Medium,Low,Public,Negative,6,No,Near,Female,87.6
Sabuj Chowdhury,19,78.4,Medium,College,Medium,Yes,5,59.9,Low,No,3,Low,Medium,Private,Positive,6,Yes,Near,Male,80.1
Nusrat Hossain,25,67.4,Low,College,Low,No,5,96.8,Low,No,0,Medium,High,Private,Negative,7,No,Moderate,Female,80.9
Nusrat Chowdhury,26,75.2,Low,High School,High,Yes,5,85.9,Medium,No,4,Medium,Low,Public,Positive,7,No,Near,Male,95.0
Rafi Islam,20,92.3,Low,Postgraduate,Low,Yes,6,68.5,Low,No,4,High,Medium,Private,Neutral,6,No,Far,Male,87.4
Sajib Shaikh,15,78.4,High,High School,Low,No,6,85.3,Medium,Yes,1,High,Medium,Public,Neutral,3,No,Moderate,Female,73.2
Laboni Hossain,17,74.0,Low,High School,High,No,6,74.4,Low,Yes,1,Low,Medium,Private,Negative,5,No,Far,Male,80.6
Sajib Shaikh,15,92.0,Low,Postgraduate,Low,Yes,6,76.9,Medium,No,4,Medium,High,Public,Positive,1,No,Near,Male,82.5
Rafi Shaikh,29,81.9,High,High School,Medium,Yes,7,98.9,High,Yes,2,Low,Low,Public,Positive,6,Yes,Far,Female,100.0
Nahid Chowdhury,16,69.0,Medium,Postgraduate,Low,No,6,65.4,High,No,1,Low,Medium,Private,Neutral,2,Yes,Far,Female,69.7
Anika Akter,21,82.1,High,High School,Medium,Yes,8,92.8,Medium,No,1,Medium,Low,Private,Positive,6,No,Near,Female,89.8
Arif Ali,23,97.7,Low,College,Low,No,8,71.0,High,No,2,Medium,Medium,Public,Neutral,3,Yes,Moderate,Female,95.6
Sajib Rahman,10,100.0,High,College,Low,Yes,8,63.7,High,Yes,2,High,High,Public,Negative,5,No,Far,Female,76.2
Sumaiya Rahman,20,57.8,High,College,Low,No,6,94.2,Medium,No,0,High,Low,Private,Negative,3,Yes,Near,Male,72.0
Arif Alam,10,100.0,Low,Postgraduate,Medium,Yes,8,70.6,High,Yes,1,Medium,Medium,Public,Neutral,5,No,Moderate,Male,80.5
Mahmud Islam,16,100.0,Medium,College,Medium,No,5,61.6,Low,Yes,3,High,High,Public,Neutral,1,No,Near,Male,90.6
Tanzim Rahman,9,87.0,Low,College,Medium,No,8,83.0,Low,Yes,3,Medium,High,Public,Negative,3,No,Far,Female,76.9
Mehedi Ahmed,7,75.5,Medium,High School,High,Yes,6,79.4,Low,No,1,Low,Low,Public,Neutral,1,Yes,Far,Female,74.8
Sadia Alam,8,81.3,Medium,High School,Low,No,8,53.5,Low,Yes,4,Low,Medium,Private,Neutral,1,No,Moderate,Male,68.5
Fahim Akter,3,48.0,High,College,Medium,Yes,6,85.4,Low,No,3,High,Medium,Public,Negative,6,Yes,Near,Male,58.3
Sajib Ahmed,33,77.3,High,High School,Medium,No,9,70.7,High,Yes,0,Medium,Medium,Public,Positive,1,No,Near,Female,100.0
Fahim Rahman,7,79.2,Low,High School,High,No,5,70.5,Low,No,4,Medium,High,Private,Neutral,3,No,Moderate,Female,80.8
